Source,Image Name,Expected,Average Prediction
Magnesium Dataset,am70_2p5_f_1593,127.0,126.91666666666667
Magnesium Dataset,am70_2p5_f_1601,127.0,126.875
Magnesium Dataset,am70_2p5_f_1592,127.0,125.375
ASM Dataset,QE22A T6-2,190.0,325.625
Magnesium Dataset,am40_2p5_1766,107.0,126.75
ASM Dataset,CA6NM Tempered-1,690.0,486.25
ASM Dataset,Class 30 As Cast-6,130.0,204.875
ASM Dataset,R56401 A-1,790.0,730.0
Magnesium Dataset,am40_2p5_1723,107.0,113.66666666666667
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-250x,896.0,912.4
ASM Dataset,C35000-1,90.0,162.0
ASM Dataset,1050 QT595-2,543.0,417.8333333333333
ASM Dataset,3003 Annealed-2,41.0,161.625
ASM Dataset,C61800-5,310.0,811.5625
ASM Dataset,N07001 HTA-4,897.0,688.0625
ASM Dataset,ZK51A T5-1,150.0,183.6875
Magnesium Dataset,am60_2p5_1658,120.0,126.45
ASM Dataset,17-7 PH TH1050-1,1276.0,767.0
Magnesium Dataset,am50_5p0_1781,109.0,107.5
ASM Dataset,Discaloy STA-2,730.0,478.25
Magnesium Dataset,am60_5p0_1644,120.0,121.9
ASM Dataset,4118 QT-1,620.0,417.4
ASM Dataset,C11000 M20-5,77.0,93.5
Magnesium Dataset,am70_2p5_f_1607,127.0,127.0
ASM Dataset,R56400 Plate A-3,828.0,526.4166666666666
ASM Dataset,201-0T7-2,400.0,226.625
ASM Dataset,CA15 Tempered at 1200F-3,690.0,714.6428571428571
ASM Dataset,R30155 STQ-1,384.0,353.5833333333333
Magnesium Dataset,am70_5p0_f_e_1579,127.0,124.5
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-B,896.0,875.0625
ASM Dataset,F33800 As Cast-2,410.0,316.2083333333333
Magnesium Dataset,am60_5p0_edge_1634,120.0,123.0
Magnesium Dataset,am60_2p5_1674,120.0,123.65
ASM Dataset,C28000 M20-1,150.0,190.83333333333334
Magnesium Dataset,am50_5p0_1776,109.0,104.125
Magnesium Dataset,am60_5p0_edge_1624,120.0,124.75
Magnesium Dataset,am50_5p0_1800,109.0,108.45833333333333
ASM Dataset,CA15 As Cast-2,450.0,422.625
Magnesium Dataset,am70_5p0_f_e_1589,127.0,127.625
ASM Dataset,C11000 M20-6,77.0,72.375
ASM Dataset,R50700 A-2,590.0,479.0
ASM Dataset,CA15 Tempered at 1200F-2,690.0,503.1875
Magnesium Dataset,am70_5p0_f_e_1566,127.0,122.625
ASM Dataset,ASTM A572 Grade 55-1,380.0,369.5625
Magnesium Dataset,am60_2p5_1663,120.0,130.5
ASM Dataset,A10 Annealed-1,470.0,527.0625
Magnesium Dataset,am70_2p5_f_1604,127.0,126.70833333333333
ASM Dataset,SAF 2205 Annealed-1,500.0,481.35714285714283
ASM Dataset,HK31A T6-1,105.0,155.25
ASM Dataset,R54620-1,910.0,927.5
Magnesium Dataset,am70_5p0_f_e_1569,127.0,132.8
ASM Dataset,C26000 A-4,140.0,141.6
ASM Dataset,QE22A T6-1,190.0,239.66666666666666
ASM Dataset,N07713-2,690.0,532.9375
ASM Dataset,R56400 Forging A-1,860.0,672.0
ASM Dataset,W1 Annealed-1,330.0,289.0
ASM Dataset,R56400 A1-2,805.0,524.0
Magnesium Dataset,am70_5p0_f_e_1575,127.0,125.3125
ASM Dataset,HZ32A T5-1,90.0,165.875
ASM Dataset,319-0-S1,185.0,211.0
ASM Dataset,238-0-1,210.0,154.625
ASM Dataset,ASTM A36 As Rolled-1,250.0,268.2083333333333
ASM Dataset,1015 Cold Drawn-1,325.0,416.65
ASM Dataset,ASTM A537 Grade A Normalized-2,330.0,339.375
Magnesium Dataset,am70_5p0_f_e_1567,127.0,129.08333333333334
Magnesium Dataset,am50_5p0_1780,109.0,106.7
Magnesium Dataset,am70_5p0_f_1559,127.0,121.125
ASM Dataset,C26000 A-5,140.0,105.75
ASM Dataset,2014-T6-2,483.0,475.75
ASM Dataset,ASTM A27 Annealed-1,205.0,272.625
Magnesium Dataset,am50_2p5_1811,109.0,117.25
ASM Dataset,8620 Normalized-1,360.0,527.1875
ASM Dataset,2618 T4-2,450.0,323.125
ASM Dataset,356-0-T6-1,152.0,168.875
Magnesium Dataset,am60_2p5_1689,120.0,119.0625
ASM Dataset,AZ91C F-1,83.0,107.25
ASM Dataset,R54620-2,910.0,1103.0
Magnesium Dataset,am70_5p0_f_e_1577,127.0,126.55
ASM Dataset,F33100 As Cast-1,310.0,320.875
ASM Dataset,N07001 HTA-1,897.0,710.8125
ASM Dataset,C93200-2,130.0,152.5
Magnesium Dataset,am50_5p0_1796,109.0,113.45
Magnesium Dataset,am40_5p0_1717,107.0,118.90625
ASM Dataset,356-0-T6-3,152.0,205.6
Magnesium Dataset,am40_2p5_1765,107.0,109.70454545454545
ASM Dataset,5457 Annealed-1,48.0,104.66666666666667
ASM Dataset,N08800 A-1,210.0,229.875
Magnesium Dataset,am40_5p0_1719,107.0,116.4
Magnesium Dataset,am40_2p5_1730,107.0,112.25
ASM Dataset,C86300-4,460.0,418.0
ASM Dataset,440A Annealed-2,448.0,453.875
ASM Dataset,440C Annealed-1,450.0,620.3
Magnesium Dataset,am60_2p5_1669,120.0,117.95
ASM Dataset,C18100 CWA-1,455.0,447.14285714285717
ASM Dataset,C61800-4,310.0,547.875
Magnesium Dataset,am70_2p5_f_1616,127.0,122.6875
ASM Dataset,C86300-1,460.0,617.25
Magnesium Dataset,am50_5p0_1793,109.0,103.25
ASM Dataset,1020 Hot Rolled-1,205.0,222.375
ASM Dataset,ASTM A517 Grade B QT-1,655.0,656.875
ASM Dataset,C95400 Tempered-2,310.0,361.3125
Magnesium Dataset,am70_5p0_f_e_1585,127.0,130.33333333333334
ASM Dataset,N07001 HTA-3,897.0,782.1
ASM Dataset,Class 30 As Cast-7,130.0,196.5
ASM Dataset,C443-0-1,100.0,214.9
Magnesium Dataset,am70_2p5_f_1603,127.0,134.5
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-500x-E,896.0,843.8125
ASM Dataset,C70600 A-1,100.0,176.25
ASM Dataset,Elgiloy ColdW-1,1310.0,905.3333333333334
Magnesium Dataset,am50_5p0_1797,109.0,111.875
ASM Dataset,N07001 Aged-1,850.0,497.57142857142856
Magnesium Dataset,am40_5p0_1700,107.0,103.55
Magnesium Dataset,am70_5p0_f_e_1587,127.0,124.45
Magnesium Dataset,am40_2p5_1743,107.0,112.03125
Magnesium Dataset,am70_2p5_f_1590,127.0,122.41666666666667
ASM Dataset,330 Annealed-1,290.0,333.0
ASM Dataset,C86300-8,460.0,409.4166666666667
ASM Dataset,443-0-1,48.29999999999999,137.60714285714286
ASM Dataset,ASTM A890 5A As Cast-1,515.0,390.85
ASM Dataset,R54620-3,910.0,759.25
Magnesium Dataset,am40_5p0_1712,107.0,113.0
ASM Dataset,ASTM A106 grade B-1,240.0,241.0
Magnesium Dataset,am40_2p5_1731,107.0,117.0
ASM Dataset,5456 Annealed-1,159.0,339.0
Magnesium Dataset,am70_5p0_f_e_1573,127.0,137.0
Magnesium Dataset,am50_2p5_1824,109.0,109.5
Magnesium Dataset,am50_5p0_1786,109.0,106.8125
Magnesium Dataset,am40_5p0_1699,107.0,134.25
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-B,896.0,931.25
ASM Dataset,2024 T6-2,345.0,377.85
ASM Dataset,ZH62A T5-1,170.0,202.05
ASM Dataset,ASTM 897M 1200-850-04 As Cast-1,1100.0,894.625
ASM Dataset,F33800 As Cast-1,410.0,309.65625
ASM Dataset,R54810 HT-5,1070.0,831.5
ASM Dataset,ASTM A216 WCA Annealed-2,230.0,190.33333333333334
ASM Dataset,316 Annealed-5,230.0,231.7
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-500x-D,896.0,924.25
Magnesium Dataset,am40_2p5_1755,107.0,109.25
ASM Dataset,CN-7M As Cast-1,275.0,292.0416666666667
Magnesium Dataset,am70_2p5_f_1618,127.0,127.91666666666667
Magnesium Dataset,am60_2p5_1660,120.0,128.3125
Magnesium Dataset,am60_2p5_1681,120.0,121.5
Magnesium Dataset,am50_2p5_1806,109.0,109.8125
ASM Dataset,316L Annealed-3,190.0,191.25
Magnesium Dataset,am50_5p0_1778,109.0,111.25
Magnesium Dataset,am70_2p5_f_1594,127.0,128.33333333333334
ASM Dataset,R54620-4,910.0,922.5
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-500x-D,896.0,901.0
ASM Dataset,R54810 HT-4,1070.0,937.1666666666666
ASM Dataset,8617 A-1,320.0,281.3125
ASM Dataset,MetalTek C86300-2,415.0,286.6388888888889
Magnesium Dataset,am70_2p5_f_1609,127.0,142.3125
Magnesium Dataset,am40_2p5_1725,107.0,118.95
Magnesium Dataset,am70_2p5_f_1614,127.0,133.25
ASM Dataset,R56400 A-2,830.0,928.0
Magnesium Dataset,am50_2p5_1813,109.0,120.1
ASM Dataset,2024 T6-3,345.0,376.8333333333333
Magnesium Dataset,am70_2p5_f_1608,127.0,131.95833333333334
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-500x-A,896.0,956.85
Magnesium Dataset,am70_5p0_f_1555,127.0,141.5
Magnesium Dataset,am70_2p5_f_1591,127.0,128.58333333333334
ASM Dataset,R58010 STA-1,1100.0,592.0625
ASM Dataset,HM21A T5-1,150.0,296.9375
ASM Dataset,ASTM A537 Grade A Normalized-1,330.0,347.8125
ASM Dataset,TRIP 780 Cold Rolled-1,500.0,294.0
Magnesium Dataset,am40_2p5_1737,107.0,112.91666666666667
Magnesium Dataset,am60_2p5_1665,120.0,118.41666666666667
ASM Dataset,C97600-1,140.0,115.58333333333333
ASM Dataset,C17510 AT-1,630.0,319.75
ASM Dataset,A357-0-T61-2,250.0,276.0
ASM Dataset,C95500 as Cast-1,320.0,328.875
Magnesium Dataset,am60_5p0_edge_1635,120.0,119.05
ASM Dataset,NearTi-17 HT-1,1014.0,993.25
Magnesium Dataset,am60_2p5_1687,120.0,117.0625
ASM Dataset,C95500-1,395.0,488.25
Magnesium Dataset,am50_5p0_1788,109.0,114.7
ASM Dataset,6151 T6-1,295.0,337.875
Magnesium Dataset,am40_5p0_1691,107.0,108.65
ASM Dataset,C61300 M20-2,240.0,251.08333333333334
ASM Dataset,R54810 HT-3,1070.0,901.1875
ASM Dataset,413-0-1,130.0,218.1
ASM Dataset,C97600-6,140.0,134.3125
ASM Dataset,ASTM A148 Normalized-1,460.0,392.1666666666667
Magnesium Dataset,am40_2p5_1763,107.0,113.75
ASM Dataset,C26000 A-7,140.0,159.25
Magnesium Dataset,am40_2p5_1734,107.0,107.16666666666667
