Source,Image Name,Expected,Average Prediction,MAPE,Worst,,,,Best,,,
Magnesium Dataset,am50_2p5_1822,109,116.077380952381,6.09712322445003,,,,,,,,
ASM Dataset,N13100-1,655,697.551470588235,6.10011911412819,,,,,,,,
Magnesium Dataset,am60_2p5_1689,120,113.06,6.13833362816204,,,,,,,,
Magnesium Dataset,am70_2p5_f_1602,127,135.358552631579,6.17511968699119,,,,,,,,
ASM Dataset,4130 A Furnace Cooled-1,460,490.37890625,6.19498633868899,,,,,,,,
Magnesium Dataset,am60_2p5_1690,120,112.978658536585,6.21475024961545,,,,,,,,
ASM Dataset,15-5 PH STA-1,1069,1006.32608695652,6.22799248233998,,,,,,,,
Magnesium Dataset,am50_5p0_1792,109,102.609375,6.22811024821075,,,,,,,,
Magnesium Dataset,am50_5p0_1776,109,102.594117647059,6.24390803279629,,,,,,,,
ASM Dataset,4140 A Furnace Cooled-1,415,443.127604166667,6.34751793889317,,,,,,,,
Magnesium Dataset,am50_5p0_1779,109,102.426829268293,6.41743064650554,,,,,,,,
ASM Dataset,ASTM A285 Grade C-1,205,219.101744186046,6.43616244974858,,,,,,,,
Magnesium Dataset,am50_5p0_1778,109,102.338607594937,6.50916849624293,,,,,,,,
Magnesium Dataset,am70_5p0_f_e_1563,127,119.198051948052,6.54536540190123,,,,,,,,
Magnesium Dataset,am40_2p5_1731,107,114.496987951807,6.54775997685002,,,,,,,,
Magnesium Dataset,am40_2p5_1738,107,114.53313253012,6.57725180802104,,,,,,,,
Magnesium Dataset,am70_5p0_f_1555,127,135.973076923077,6.59915707294996,,,,,,,,
ASM Dataset,2024 T3-1,290,272.033333333333,6.60458277171914,,,,,,,,
Magnesium Dataset,am50_5p0_1781,109,102.150793650794,6.70499572682776,,,,,,,,
ASM Dataset,1050 QT480-2,580,543.391891891892,6.7369625226928,,,,,,,,
Magnesium Dataset,am70_2p5_f_1616,127,118.956896551724,6.76135951880571,,,,,,,,
Magnesium Dataset,am70_5p0_f_1553,127,136.258522727273,6.79482100786022,,,,,,,,
Magnesium Dataset,am60_2p5_1683,120,112.343333333333,6.81541702519064,,,,,,,,
Magnesium Dataset,am70_5p0_f_e_1578,127,118.863636363636,6.8451242829828,,,,,,,,
Magnesium Dataset,am50_5p0_1780,109,101.976744186047,6.88711516533637,,,,,,,,
ASM Dataset,R56400 A1-1,805,865.329113924051,6.97181141294012,,,,,,,,
ASM Dataset,Elgiloy A-1,510,548.338068181818,6.99168458409967,,,,,,,,
ASM Dataset,MetalTek C86300-3,415,387.802816901408,7.01314738141934,,,,,,,,
ASM Dataset,CA-6NM As Cast-1,550,513.86301369863,7.03241629345277,,,,,,,,
Magnesium Dataset,am40_2p5_1766,107,115.176136363636,7.09881110946672,,,,,,,,
ASM Dataset,ASTM A537 Grade A Normalized-3,330,355.482142857143,7.16833274727482,,,,,,,,
Magnesium Dataset,am40_5p0_1700,107,99.7361111111111,7.28310820220025,,,,,,,,
Magnesium Dataset,am60_5p0_1647,120,111.849315068493,7.28720146968769,,,,,,,,
Magnesium Dataset,am40_2p5_1727,107,115.418604651163,7.2939754180939,,,,,,,,
ASM Dataset,C95400 Tempered-1,310,334.679054054054,7.37394639882905,,,,,,,,
Magnesium Dataset,am60_2p5_1666,120,111.721014492754,7.4104102480947,,,,,,,,
Magnesium Dataset,am40_2p5_1740,107,115.573717948718,7.41839762611275,,,,,,,,
Magnesium Dataset,am60_5p0_1641,120,111.65625,7.47271200671704,,,,,,,,
ASM Dataset,C61800-3,310,335.057926829268,7.47868497438557,,,,,,,,
ASM Dataset,C93700-3,115,124.390151515152,7.54895094247693,,,,,,,,
Magnesium Dataset,am70_5p0_f_1559,127,118.058139534884,7.57411602482025,,,,,,,,
Magnesium Dataset,am60_5p0_1638,120,111.473684210526,7.64872521246459,,,,,,,,
ASM Dataset,SAF 2205 Annealed-1,500,464.402941176471,7.66512346656365,,,,,,,,
Magnesium Dataset,am40_2p5_1729,107,115.910493827161,7.68739182532286,,,,,,,,
Magnesium Dataset,am60_2p5_1685,120,111.426282051282,7.69452035092765,,,,,,,,
ASM Dataset,N07001 HTA-1,897,832.422535211268,7.75777469459579,,,,,,,,
Magnesium Dataset,am40_2p5_1749,107,116.113924050633,7.84912242450671,,,,,,,,
Magnesium Dataset,am40_2p5_1736,107,116.140243902439,7.87000577518769,,,,,,,,
ASM Dataset,Ti Grade 7 (CP) A-3,340,369.072916666667,7.87728260562784,,,,,,,,
ASM Dataset,Ti-10-2-3 Sample 3-1,1191,1103.74382716049,7.90547323503341,,,,,,,,
ASM Dataset,A356-0-2,83,90.2033333333333,7.98566202283729,,,,,,,,
ASM Dataset,ASTM A27 Annealed-2,205,222.809278350515,7.99305957200694,,,,,,,,
ASM Dataset,ASTM A572 Grade 55-1,380,413.291666666667,8.05524750478879,,,,,,,,
ASM Dataset,R50700 A-1,590,545.814189189189,8.09539430927019,,,,,,,,
ASM Dataset,C86300-6,460,500.659420289855,8.12117352477168,,,,,,,,
Magnesium Dataset,am50_2p5_1821,109,118.643229166667,8.1279220351632,,,,,,,,
Magnesium Dataset,am50_5p0_1773,109,118.655555555556,8.13746605487405,,,,,,,,
Magnesium Dataset,am60_5p0_1643,120,110.83908045977,8.26506273981126,,,,,,,,
ASM Dataset,440A Annealed-2,448,488.728571428571,8.33357691970419,,,,,,,,
ASM Dataset,316L Annealed-2,190,175.381097560976,8.335506301608,,,,,,,,
ASM Dataset,C97600-1,140,129.226351351351,8.33703694021071,,,,,,,,
ASM Dataset,C26000 A-2,140,152.799342105263,8.37656885750575,,,,,,,,
ASM Dataset,R54620-1,910,839.4375,8.40592658774477,,,,,,,,
Magnesium Dataset,am60_5p0_1637,120,110.690721649485,8.41017043867003,,,,,,,,
Magnesium Dataset,am60_5p0_edge_1633,120,110.664285714286,8.436067901633,,,,,,,,
Magnesium Dataset,am60_2p5_1686,120,110.638157894737,8.46167568531843,,,,,,,,
ASM Dataset,430 Annealed-1,260,239.185393258427,8.70229007633588,,,,,,,,
Magnesium Dataset,am70_2p5_f_1596,127,116.69696969697,8.82887561672292,,,,,,,,
ASM Dataset,ASTM A572 Grade 65-1,510,559.83734939759,8.90211227443428,,,,,,,,
Magnesium Dataset,am40_2p5_1728,107,117.546875,8.97248438123089,,,,,,,,
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-500x-B,896,984.731707317073,9.01074949224749,,,,,,,,
ASM Dataset,CA6NM Tempered-2,690,632.864942528736,9.02800165276499,,,,,,,,
Magnesium Dataset,am50_5p0_1793,109,99.9694444444445,9.03331573536358,,,,,,,,
Magnesium Dataset,am60_5p0_1649,120,110.056962025316,9.03444706423601,,,,,,,,
ASM Dataset,242-0-1,120,132.26724137931,9.27458775989051,,,,,,,,
Magnesium Dataset,am50_2p5_1802,109,99.7275280898876,9.29780581922654,,,,,,,,
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face3-1000x,896,819.517647058824,9.33260598056246,,,,,,,,
ASM Dataset,R54810 HT-4,1070,978.016355140187,9.40512337819017,,,,,,,,
ASM Dataset,1050 QT480-1,580,640.808219178082,9.4893007546121,,,,,,,,
Magnesium Dataset,am70_5p0_f_e_1562,127,115.890243902439,9.58644638535199,,,,,,,,
ASM Dataset,718 HTA-3,1000,912.334269662921,9.60894852381994,,,,,,,,
ASM Dataset,R56400 Plate A-2,828,916.578358208955,9.66402462109647,,,,,,,,
ASM Dataset,C97600-6,140,127.661111111111,9.66534662082771,,,,,,,,
Magnesium Dataset,am40_5p0_1697,107,118.600649350649,9.78126967614772,,,,,,,,
Magnesium Dataset,am70_5p0_f_e_1564,127,140.894366197183,9.86154845803969,,,,,,,,
ASM Dataset,9310 Normalized-1,570,632.503333333333,9.88189785561077,,,,,,,,
ASM Dataset,C95500 as Cast-2,320,355.379411764706,9.95539150369531,,,,,,,,
ASM Dataset,2024 T3-2,290,263.740625,9.95651504200385,,,,,,,,
ASM Dataset,308-0-1,110,122.182432432432,9.97069070397611,,,,,,,,
Magnesium Dataset,am40_2p5_1753,107,118.9275,10.0292194824578,,,,,,,,
ASM Dataset,431 Tempered-1,800,890.823529411765,10.1954569466455,,,,,,,,
ASM Dataset,17-7 PH Annealed-2,430,479.246794871795,10.2758735997325,,,,,,,,
ASM Dataset,C18100 CWA-1,455,412.557692307692,10.2876054631054,,,,,,,,
ASM Dataset,A357-0-T61-2,250,278.723333333333,10.3053206883768,,,,,,,,
Magnesium Dataset,am40_2p5_1741,107,119.350649350649,10.348204570185,,,,,,,,
ASM Dataset,CA15 Tempered at 1200F-4,690,625.119863013699,10.3788314569809,,,,,,,,
ASM Dataset,1060 Hot Rolled-2,400,362.198529411765,10.4366714712032,,,,,,,,
ASM Dataset,C86300-7,460,416.059210526316,10.5611865720023,,,,,,,,
ASM Dataset,CA6NM Tempered-3,690,623.720779220779,10.6264249945343,,,,,,,,
ASM Dataset,C90300-2,125,140.141025641026,10.8041350288171,,,,,,,,
Magnesium Dataset,am60_2p5_1680,120,108.043269230769,11.0666132692564,,,,,,,,
ASM Dataset,2024 T3-4,290,260.935975609756,11.1383738184537,,,,,,,,
ASM Dataset,C90300-4,125,140.68125,11.1466524501311,,,,,,,,
ASM Dataset,R30155 STQ-1,384,345.360465116279,11.188175482307,,,,,,,,
ASM Dataset,QE22A T6-1,190,214.195205479452,11.2958669757774,,,,,,,,
Magnesium Dataset,am60_5p0_edge_1626,120,107.777027027027,11.3409817566297,,,,,,,,
ASM Dataset,430 Annealed-2,260,293.549450549451,11.4288922996294,,,,,,,,
ASM Dataset,W1 Annealed-2,330,372.716216216216,11.4607882237772,,,,,,,,
ASM Dataset,5083 H112-1,190,214.740506329114,11.5211176279879,,,,,,,,
ASM Dataset,C93200-2,130,147.189873417722,11.6787065703474,,,,,,,,
Magnesium Dataset,am40_2p5_1732,107,121.301136363636,11.7897793807672,,,,,,,,
ASM Dataset,2024 T3-3,290,259.081325301205,11.9339650061036,,,,,,,,
ASM Dataset,C26000 A-3,140,159.12,12.0160884866767,,,,,,,,
Magnesium Dataset,am60_2p5_1676,120,107.029605263158,12.1185112333651,,,,,,,,
ASM Dataset,CA15 As Cast-1,450,512.661392405063,12.222764057012,,,,,,,,
ASM Dataset,ASTM A27 Annealed-1,205,233.926282051282,12.3655545660067,,,,,,,,
ASM Dataset,F33100 As Cast-1,310,275.811764705882,12.3954956492066,,,,,,,,
ASM Dataset,C97800-1,170,194.100694444444,12.4165936208655,,,,,,,,
ASM Dataset,2024 T6-1,345,306.83,12.4401134178535,,,,,,,,
ASM Dataset,2014-T4-1,290,257.834459459459,12.4752682818171,,,,,,,,
ASM Dataset,N07001 HTA-3,897,797.416666666667,12.4882432856098,,,,,,,,
ASM Dataset,C95500 as Cast-1,320,366.381313131313,12.6593009711414,,,,,,,,
ASM Dataset,440A Annealed-1,448,513.345238095238,12.7292966304121,,,,,,,,
ASM Dataset,302 Annealed-1,275,315.904761904762,12.9484473922219,,,,,,,,
ASM Dataset,356-0-4,100,114.978125,13.0269344712309,,,,,,,,
ASM Dataset,17-4 PH HT-1,985,870.581168831169,13.1428102588583,,,,,,,,
ASM Dataset,356-0-T51-1,110,126.681547619048,13.1680958534007,,,,,,,,
ASM Dataset,ASTM A216 WCB Normalized-3,280,247.213815789474,13.2622782856307,,,,,,,,
ASM Dataset,ASTM A537 Grade B QT-3,415,365.645833333333,13.4978063927981,,,,,,,,
ASM Dataset,NearTi-17 HT-1,1014,891.3671875,13.7578333844603,,,,,,,,
ASM Dataset,5083 H112-2,190,220.608823529412,13.8747050275308,,,,,,,,
ASM Dataset,Ti Grade 7 (CP) A-2,340,395.174657534247,13.9620940974599,,,,,,,,
ASM Dataset,ASTM A106 grade B-1,240,279.282051282051,14.0653690782225,,,,,,,,
ASM Dataset,Ti-10-2-3 Sample 2-1,1195,1047.2578125,14.1075278442957,,,,,,,,
ASM Dataset,MP35N ColdW-1,1413,1235.134375,14.4005080418881,,,,,,,,
ASM Dataset,CN-7M As Cast-1,275,321.719230769231,14.5217401700001,,,,,,,,
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-2000x,896,781.52380952381,14.6478186692664,,,,,,,,
ASM Dataset,R54620-3,910,793.264084507042,14.7158957241208,,,,,,,,
ASM Dataset,C26000 A-7,140,164.387820512821,14.8355397843592,,,,,,,,
ASM Dataset,2618 T4-3,450,529.567647058824,15.0250204106569,,,,,,,,
ASM Dataset,319-0-S1,185,217.761627906977,15.0447203310639,,,,,,,,
ASM Dataset,ASTM A216 WCB Normalized-1,280,243.107142857143,15.1755545761716,,,,,,,,
ASM Dataset,R56210 Hrolled-1,760,898.471875,15.4119320652079,,,,,,,,
ASM Dataset,C26000 A-10,140,165.934782608696,15.6295034717673,,,,,,,,
ASM Dataset,CN-7M As Cast-2,275,326.811688311688,15.8536827673906,,,,,,,,
ASM Dataset,C26000 A-6,140,166.68253968254,16.0079992381678,,,,,,,,
ASM Dataset,R50700 A-4,590,508.064285714286,16.1270367923069,,,,,,,,
Magnesium Dataset,am60_5p0_1636,120,103.173295454545,16.309166506044,,,,,,,,
ASM Dataset,C63200 TQ50-2,350,300.853658536585,16.335630320227,,,,,,,,
ASM Dataset,ASTM A515 Grade 70-1,265,316.929775280899,16.385262392867,,,,,,,,
ASM Dataset,C14200 H55-1,230,197.41369047619,16.506610785304,,,,,,,,
ASM Dataset,C95400 Tempered-2,310,372.268072289157,16.7266754589661,,,,,,,,
ASM Dataset,2014-T6-3,483,413.632183908046,16.7704107152782,,,,,,,,
ASM Dataset,201-0T7-1,400,342.214743589744,16.8856712028547,,,,,,,,
ASM Dataset,355-0-T6-1,185,222.598765432099,16.8908238817559,,,,,,,,
ASM Dataset,R54810 HT-3,1070,914.19476744186,17.0428926205868,,,,,,,,
ASM Dataset,ASTM A516 Grade 70-1,260,313.576704545455,17.0856775292402,,,,,,,,
ASM Dataset,8617 A-1,320,272.984375,17.222826398031,,,,,,,,
ASM Dataset,Ti-10-2-3 Sample 4-1,1169,995.246710526316,17.4583133645122,,,,,,,,
ASM Dataset,C86300-3,460,390.905487804878,17.6755032483992,,,,,,,,
ASM Dataset,8740 Annealed-1,380,462.193452380952,17.7833441727786,,,,,,,,
ASM Dataset,CA15 Tempered at 1200F-1,690,585.715909090909,17.8045515394913,,,,,,,,
ASM Dataset,4130 Normalized-1,435,369.199324324324,17.8225341544431,,,,,,,,
ASM Dataset,ASTM A148 Normalized-1,460,389.295454545455,18.1621810963862,,,,,,,,
ASM Dataset,CA15 As Cast-2,450,380.266891891892,18.3379383256781,,,,,,,,
ASM Dataset,5160 QT-1,1005,848.9875,18.3763011822907,,,,,,,,
ASM Dataset,C63200 TQ50-1,350,429.070987654321,18.428416259648,,,,,,,,
ASM Dataset,C61800-4,310,380.551282051282,18.5392312097834,,,,,,,,
ASM Dataset,R56260 A-1,1020,859.585443037975,18.6618512750848,,,,,,,,
ASM Dataset,R50250 A-1,240,295.209375,18.7017688716695,,,,,,,,
ASM Dataset,2024-O-1,95,116.983552631579,18.7920029243877,,,,,,,,
ASM Dataset,1050 QT595-1,543,668.727272727273,18.8009787928222,,,,,,,,
ASM Dataset,1050 QT595-2,543,455.551204819277,19.1962603227918,,,,,,,,
ASM Dataset,C97600-2,140,173.470394736842,19.2945861382384,,,,,,,,
ASM Dataset,718 ColdWA-1,1455,1219.65384615385,19.2961432941251,,,,,,,,
ASM Dataset,301 Sixteenth Hard-1,350,434.323529411765,19.414911627277,,,,,,,,
ASM Dataset,4140 HTQT620-1,889,744.060240963855,19.479573165795,,,,,,,,
ASM Dataset,AZ80A T5-1,230,285.717532467532,19.5009147623322,,,,,,,,
ASM Dataset,718 HTA-2,1000,836.765060240964,19.507858001627,,,,,,,,
ASM Dataset,1015 Cold Drawn-1,325,404.331460674157,19.6204026621834,,,,,,,,
ASM Dataset,1015 Cold Drawn-2,325,404.74358974359,19.7022489705416,,,,,,,,
ASM Dataset,R56400 A2-2,900,750.219879518072,19.9648295881127,,,,,,,,
ASM Dataset,ZK60A F-1,230,287.603125,20.028685362859,,,,,,,,
ASM Dataset,R56400 A1-2,805,670.640776699029,20.0344548034049,,,,,,,,
ASM Dataset,W1 Annealed-1,330,274.833333333333,20.0727713765919,,,,,,,,
ASM Dataset,C26000 A-8,140,175.505617977528,20.2304737516005,,,,,,,,
ASM Dataset,J92701-1,280,232.74358974359,20.3040652197863,,,,,,,,
ASM Dataset,MetalTek C86300-1,415,522.241477272727,20.5348448830163,,,,,,,,
ASM Dataset,C86300-1,460,580.073717948718,20.6997342291817,,,,,,,,
ASM Dataset,ASTM A537 Grade B QT-2,415,524.376582278481,20.8584032878101,,,,,,,,
ASM Dataset,R56400 A2-1,900,744.572580645161,20.8747170383528,,,,,,,,
ASM Dataset,C97600-3,140,176.957317073171,20.884876468764,,,,,,,,
ASM Dataset,C95500-1,395,499.957865168539,20.9933421355732,,,,,,,,
ASM Dataset,R54620-4,910,748.340909090909,21.6023324323503,,,,,,,,
ASM Dataset,304 Annealed-1,230,189.023529411765,21.6779734860273,,,,,,,,
ASM Dataset,2219 T6-1,250,319.584337349398,21.7733878720476,,,,,,,,
ASM Dataset,ZH62A T5-1,170,217.385542168675,21.7979271739733,,,,,,,,
ASM Dataset,2024 T6-3,345,441.314516129032,21.8244613782139,,,,,,,,
ASM Dataset,222-0-1,140,179.244318181818,21.894316416775,,,,,,,,
ASM Dataset,316 Annealed-2,230,295.730113636364,22.2263850062922,,,,,,,,
ASM Dataset,R50700 A-3,590,480.726744186047,22.7308459817379,,,,,,,,
ASM Dataset,EZ33A T5-1,100,129.795180722892,22.9555369906247,,,,,,,,
ASM Dataset,C93700-4,115,149.455128205128,23.0538280077204,,,,,,,,
ASM Dataset,Class 30 As Cast-4,130,169.217532467532,23.1758092058558,,,,,,,,
ASM Dataset,ASTM A 542 class 2 QT-2,690,559.590625,23.3044245514299,,,,,,,,
ASM Dataset,ASTM A 542 class 2 QT-1,690,559.148734177215,23.4018710630423,,,,,,,,
ASM Dataset,301 Quarter Hard-1,590,773.384868421053,23.7119804005802,,,,,,,,
ASM Dataset,356-0-T6-3,152,199.306818181818,23.7356747819146,,,,,,,,
ASM Dataset,ASTM A27 As Cast-1,230,185.849358974359,23.7561438303009,,,,,,,,
ASM Dataset,440A Tempered-1,1650,1332,23.8738738738739,,,,,,,,
ASM Dataset,238-0-1,210,169.211538461538,24.1050119331742,,,,,,,,
ASM Dataset,Class 30 As Cast-7,130,171.639285714286,24.2597640400341,,,,,,,,
ASM Dataset,4140 HTQT595-1,1025,824.442567567568,24.3264285860635,,,,,,,,
ASM Dataset,C26000 A-5,140,112.510869565217,24.4324219882137,,,,,,,,
ASM Dataset,C11000 M20-6,77,101.903645833333,24.4384247783088,,,,,,,,
ASM Dataset,8740 Tempered-1,1060,851.694444444444,24.4577802420012,,,,,,,,
ASM Dataset,2014-T6-2,483,388,24.4845360824742,,,,,,,,
ASM Dataset,HK31A T6-1,105,139.095679012346,24.5123926598176,,,,,,,,
ASM Dataset,F33800 As Cast-1,410,329.105769230769,24.5800099336781,,,,,,,,
ASM Dataset,ASTM 897M 1200-850-04 As Cast-1,1100,882.20652173913,24.6873575397657,,,,,,,,
ASM Dataset,2024 T851-1,400,319.491573033708,25.1989203351533,,,,,,,,
ASM Dataset,8620 Normalized-1,360,482.486979166667,25.38658750506,,,,,,,,
ASM Dataset,ASTM A216 WCB Normalized-2,280,223.276666666667,25.4049534956631,,,,,,,,
ASM Dataset,C18100 CWA-2,455,362.679775280899,25.4550242421426,,,,,,,,
ASM Dataset,N07001 HTA-4,897,714.529605263158,25.5371356753845,,,,,,,,
ASM Dataset,7075 Annealed-1,145,194.859154929577,25.5872786411276,,,,,,,,
ASM Dataset,CA6NM Tempered-1,690,548.726744186047,25.7456479588053,,,,,,,,
ASM Dataset,AZ91C F-1,83,111.858695652174,25.7992420561656,,,,,,,,
ASM Dataset,R54810 HT-5,1070,849.147727272727,26.0086985613918,,,,,,,,
ASM Dataset,C28000 M20-1,150,202.896153846154,26.0705552290865,,,,,,,,
ASM Dataset,Muntz Metal-1,110,149.229452054795,26.2880091795754,,,,,,,,
ASM Dataset,ASTM A537 Grade B QT-1,415,570.128205128205,27.2093546210929,,,,,,,,
ASM Dataset,440B Tempered-1,1860,1460.16197183099,27.3831284393493,,,,,,,,
ASM Dataset,5086 H34-1,255,351.970779220779,27.5508039148763,,,,,,,,
ASM Dataset,CA15 Tempered at 1200F-2,690,540.832236842105,27.5811523419681,,,,,,,,
ASM Dataset,R56401 A-1,790,617.456081081081,27.9443225527584,,,,,,,,
ASM Dataset,R54810 HT-1,1070,836.126582278481,27.9710539861326,,,,,,,,
ASM Dataset,C97600-4,140,194.552777777778,28.0400919487714,,,,,,,,
ASM Dataset,AZ92A T6-2,140,196.054054054054,28.5911221395092,,,,,,,,
ASM Dataset,QE22A T6-2,190,266.158536585366,28.6139747995418,,,,,,,,
ASM Dataset,ZK51A T5-1,150,210.386075949367,28.7025059414578,,,,,,,,
ASM Dataset,356-0-1,100,140.592465753425,28.8724331961123,,,,,,,,
ASM Dataset,Class 30 As Cast-6,130,183.266666666667,29.0651145871226,,,,,,,,
ASM Dataset,R56320 A-1,550,425.785294117647,29.1730850262836,,,,,,,,
ASM Dataset,ASTM A216 WCA Annealed-2,230,177.914285714286,29.2757347037097,,,,,,,,
ASM Dataset,201 Stainless Steel Annealed-1,301,426.31875,29.3955520370615,,,,,,,,
ASM Dataset,7075 T7352-1,386,298.18661971831,29.4491350298164,,,,,,,,
ASM Dataset,AZ63A T4-1,85,121.370253164557,29.9663650822621,,,,,,,,
ASM Dataset,MetalTek C86300-4,415,593.780555555556,30.1088598949294,,,,,,,,
ASM Dataset,R58640 STA-1,1120,860.048913043478,30.2251515017472,,,,,,,,
ASM Dataset,Discaloy STA-2,730,560.247159090909,30.2996343943166,,,,,,,,
ASM Dataset,356-0-6,100,143.593373493976,30.3589033624903,,,,,,,,
ASM Dataset,Discaloy STA-1,730,558.957894736842,30.6001770211484,,,,,,,,
ASM Dataset,C61800-2,310,448.455128205128,30.8737975099701,,,,,,,,
ASM Dataset,R50700 A-2,590,450.137931034483,31.0709361115367,,,,,,,,
ASM Dataset,CA15 Tempered at 1200F-5,690,525.179054054054,31.3837622947129,,,,,,,,
ASM Dataset,C85200-4,95,138.658450704225,31.48632519871,,,,,,,,
ASM Dataset,7075 T7352-2,386,291.638586956522,32.3555994521212,,,,,,,,
ASM Dataset,4140 Normalized-1,635,479.727272727273,32.3668751184385,,,,,,,,
ASM Dataset,2618 T4-1,450,339.283333333333,32.6325097018225,,,,,,,,
ASM Dataset,C93700-1,115,170.858024691358,32.6926550814697,,,,,,,,
ASM Dataset,ASTM 897M 850-550-10 As Cast-1,758,571.142857142857,32.7163581790895,,,,,,,,
ASM Dataset,ASTM A890 5A As Cast-1,515,387.126666666667,33.0313936868209,,,,,,,,
ASM Dataset,N30002-1,275,206.53125,33.1517627477682,,,,,,,,
ASM Dataset,R56400 A-1,830,621.088815789474,33.6362817844299,,,,,,,,
ASM Dataset,N07713-2,690,515.820422535211,33.7674837705556,,,,,,,,
ASM Dataset,ASTM 897M 1400-1100-01 As Cast-1,1240,926.652941176471,33.8149316642439,,,,,,,,
ASM Dataset,1117 Normalized-1,305,227.897435897436,33.8321332133213,,,,,,,,
ASM Dataset,J92500-1,205,152.683823529412,34.2643871899831,,,,,,,,
ASM Dataset,R56400 STA-1,1100,818.789893617021,34.3445990937586,,,,,,,,
ASM Dataset,A286 STA-1,759,564.283088235294,34.5069550770434,,,,,,,,
ASM Dataset,440C Temper 1-1,1900,1406.68,35.0698097648363,,,,,,,,
ASM Dataset,201-0T7-2,400,295.188405797101,35.5066771406127,,,,,,,,
ASM Dataset,C11000 M20-4,77,119.527027027027,35.5794234030526,,,,,,,,
ASM Dataset,356-0-7,100,155.357558139535,35.6323559680407,,,,,,,,
ASM Dataset,C86300-4,460,337.816901408451,36.168438607463,,,,,,,,
ASM Dataset,R54520 A-1,840,616.707746478873,36.2071426532302,,,,,,,,
ASM Dataset,4118 QT-1,620,454.841954022989,36.3110844363016,,,,,,,,
ASM Dataset,AZ92A T6-1,140,219.903125,36.3356023248874,,,,,,,,
ASM Dataset,HZ32A T5-1,90,142.032258064516,36.6341131047013,,,,,,,,
ASM Dataset,718 HTA-5,1000,730.022471910112,36.982084590285,,,,,,,,
ASM Dataset,C70600 A-2,100,159.256329113924,37.2081470442126,,,,,,,,
ASM Dataset,MetalTek C86300-2,415,302.125,37.360364087712,,,,,,,,
ASM Dataset,316 Annealed-4,230,367.707317073171,37.4502520562483,,,,,,,,
ASM Dataset,ASTM A562 A-2,205,327.94776119403,37.4900443736489,,,,,,,,
ASM Dataset,ASTM A562 A-1,205,327.961956521739,37.4927500207142,,,,,,,,
ASM Dataset,330 Annealed-1,290,465.1875,37.6595458820368,,,,,,,,
ASM Dataset,C443-0-1,100,160.661931818182,37.7575018124591,,,,,,,,
ASM Dataset,HM31A T5-1,270,436.37012987013,38.125920745227,,,,,,,,
ASM Dataset,C90300-3,125,203.154411764706,38.4704477179775,,,,,,,,
ASM Dataset,C93700-2,115,187.433098591549,38.6447746613815,,,,,,,,
ASM Dataset,C85200-3,95,156.451923076923,39.2784708991457,,,,,,,,
ASM Dataset,C26000 A-1,140,231.996913580247,39.6543696036825,,,,,,,,
ASM Dataset,AZ92A T6-3,140,232.194078947368,39.7056115148682,,,,,,,,
ASM Dataset,C83600-2,95,158.73275862069,40.1509802856677,,,,,,,,
ASM Dataset,C93200-1,130,218.089743589744,40.3915113749927,,,,,,,,
ASM Dataset,C51000 A-1,130,218.143292682927,40.4061438694078,,,,,,,,
ASM Dataset,AZ63A T6-1,120,203.368243243243,40.9937372294301,,,,,,,,
ASM Dataset,Class 30 As Cast-3,130,222.946629213483,41.6900805100228,,,,,,,,
ASM Dataset,201 Stainless Steel Annealed-2,301,212.384057971015,41.7243850011942,,,,,,,,
ASM Dataset,C90700-2,150,258.591954022988,41.9935548394266,,,,,,,,
ASM Dataset,C70600 A-1,100,172.635802469136,42.0745879071763,,,,,,,,
ASM Dataset,O6 Annealed-1,410,288.427631578947,42.1500421979426,,,,,,,,
ASM Dataset,C85200-2,95,164.983146067416,42.418360745054,,,,,,,,
ASM Dataset,316L Annealed-3,190,330.082278481013,42.438594136483,,,,,,,,
ASM Dataset,F33800 As Cast-2,410,287.586021505376,42.5660391467724,,,,,,,,
ASM Dataset,CK-20 As Cast-1,195,339.597368421053,42.5790603423559,,,,,,,,
ASM Dataset,440C Annealed-1,450,783.950581395349,42.5984225690543,,,,,,,,
ASM Dataset,520-0-T4-2,152,265.910112359551,42.8378264176456,,,,,,,,
ASM Dataset,G3000 As Cast-1,150,262.680722891566,42.8964568283454,,,,,,,,
ASM Dataset,5456 Annealed-1,159,278.535714285714,42.915758430568,,,,,,,,
ASM Dataset,AZ91A F-1,160,281.20253164557,43.1015079900968,,,,,,,,
ASM Dataset,Class 30 As Cast-2,130,228.77743902439,43.1762150348485,,,,,,,,
ASM Dataset,356-0-3,100,177.446202531646,43.6448914807483,,,,,,,,
ASM Dataset,C11000 M20-5,77,137.511235955056,44.0045757241492,,,,,,,,
ASM Dataset,718 HTA-1,1000,693.894117647059,44.1142062698157,,,,,,,,
ASM Dataset,2014-T6-1,483,334.693820224719,44.3110003273158,,,,,,,,
ASM Dataset,356-0-5,100,180.442528735632,44.5806924228429,,,,,,,,
ASM Dataset,520-0-T4-1,152,280.568181818182,45.8242203321183,,,,,,,,
ASM Dataset,2024-O-2,95,176.112179487179,46.0571095783209,,,,,,,,
ASM Dataset,N07713-1,690,471.326219512195,46.39542029173,,,,,,,,
